t(ticks); id_viat; destin; t_estacion; t_vida; observ
     819;   13648;      W;         10;    716; Encerrado!
     820;   13649;      W;         20;    717; Encerrado!
     820;   13650;      E;         30;    717; Encerrado!
     820;   13651;      W;         30;    717; Encerrado!
     820;   13652;      E;         50;    717; Encerrado!
     820;   13653;      N;         20;    717; Encerrado!
     820;   13654;      S;         80;    717; Encerrado!
     820;   13655;      W;         20;    717; Encerrado!
     820;   13656;      W;         90;    717; Encerrado!
     820;   13657;      S;         30;    717; Encerrado!
     820;   13658;      S;         90;    717; Encerrado!
     820;   13659;      E;         80;    717; Encerrado!
     820;   13660;      N;         90;    717; Encerrado!
     820;   13661;      W;         90;    717; Encerrado!
     820;   13662;      W;         60;    717; Encerrado!
     821;   13663;      N;         10;    718; Encerrado!
     821;   13664;      N;         90;    718; Encerrado!
     821;   13665;      N;         50;    718; Encerrado!
     821;   13666;      W;         20;    718; Encerrado!
     821;   13667;      N;        100;    718; Encerrado!
     821;   13668;      S;         80;    718; Encerrado!
     821;   13669;      W;         60;    718; Encerrado!
     821;   13670;      S;         50;    718; Encerrado!
     821;   13671;      N;         70;    718; Encerrado!
     821;   13672;      E;         50;    718; Encerrado!
     821;   13673;      S;         70;    718; Encerrado!
     821;   13674;      S;        100;    718; Encerrado!
     821;   13675;      E;        100;    718; Encerrado!
     821;   13676;      N;         60;    718; Encerrado!
     821;   13677;      N;        100;    718; Encerrado!
     821;   13678;      S;         30;    718; Encerrado!
     821;   13679;      E;         50;    718; Encerrado!
     821;   13680;      E;         40;    718; Encerrado!
     822;   13681;      E;         80;    719; Encerrado!
     822;   13682;      N;        100;    719; Encerrado!
     822;   13683;      N;         50;    719; Encerrado!
     822;   13684;      W;         90;    719; Encerrado!
     822;   13685;      W;         50;    719; Encerrado!
     822;   13686;      N;         10;    719; Encerrado!
     822;   13687;      N;         10;    719; Encerrado!
     822;   13688;      E;         90;    719; Encerrado!
     822;   13689;      S;         60;    719; Encerrado!
     822;   13690;      E;        100;    719; Encerrado!
     822;   13691;      S;         40;    719; Encerrado!
     822;   13692;      E;        100;    719; Encerrado!
     822;   13693;      S;         90;    719; Encerrado!
     822;   13694;      N;         50;    719; Encerrado!
     823;   13695;      N;         30;    720; Encerrado!
     823;   13696;      E;         20;    720; Encerrado!
     823;   13697;      E;         50;    720; Encerrado!
     823;   13698;      W;         60;    720; Encerrado!
     823;   13699;      E;         30;    720; Encerrado!
     823;   13700;      S;         80;    719; Encerrado!
     823;   13701;      N;         50;    719; Encerrado!
     823;   13702;      N;         10;    719; Encerrado!
     823;   13703;      N;         90;    719; Encerrado!
     823;   13704;      S;         20;    719; Encerrado!
     823;   13705;      W;         10;    719; Encerrado!
     823;   13706;      W;         30;    719; Encerrado!
     823;   13707;      N;         90;    719; Encerrado!
     823;   13708;      E;         30;    719; Encerrado!
     823;   13709;      N;         40;    719; Encerrado!
     823;   13710;      W;         80;    719; Encerrado!
     823;   13711;      W;         10;    719; Encerrado!
     823;   13712;      S;         30;    719; Encerrado!
     823;   13713;      N;         50;    719; Encerrado!
     823;   13714;      S;         50;    719; Encerrado!
     823;   13715;      N;         30;    719; Encerrado!
     823;   13716;      S;         30;    719; Encerrado!
     824;   13717;      S;         80;    720; Encerrado!
     824;   13718;      E;         20;    720; Encerrado!
     824;   13719;      W;        100;    720; Encerrado!
     824;   13720;      S;         30;    720; Encerrado!
     824;   13721;      W;         80;    720; Encerrado!
     824;   13722;      W;         40;    720; Encerrado!
     824;   13723;      N;         90;    720; Encerrado!
     824;   13724;      W;         30;    720; Encerrado!
     824;   13725;      S;         10;    720; Encerrado!
     824;   13726;      W;         70;    720; Encerrado!
     824;   13727;      S;         50;    720; Encerrado!
     824;   13728;      W;         70;    720; Encerrado!
     824;   13729;      S;         80;    720; Encerrado!
     824;   13730;      S;         80;    720; Encerrado!
     824;   13731;      N;         50;    720; Encerrado!
     825;   13732;      N;         90;    721; Encerrado!
     825;   13733;      S;         50;    721; Encerrado!
     825;   13734;      S;         10;    721; Encerrado!
     825;   13735;      N;         50;    721; Encerrado!
     825;   13736;      E;        100;    721; Encerrado!
     825;   13737;      E;         40;    721; Encerrado!
     825;   13738;      W;         70;    721; Encerrado!
     825;   13739;      E;         70;    721; Encerrado!
     825;   13740;      W;        100;    721; Encerrado!
     825;    1839;      E;         50;    810; Encerrado!
     825;   13742;      W;         80;    721; Encerrado!
     825;   13743;      S;         90;    721; Encerrado!
     825;   13744;      W;         10;    721; Encerrado!
     825;   13745;      N;         70;    721; Encerrado!
     825;   13747;      N;         70;    721; Encerrado!
     825;   13748;      S;         80;    721; Encerrado!
     825;   13749;      E;         30;    721; Encerrado!
